Date,BTC_Close,SNP_Close,Gold_Close,DXY_Close,VIX_Close,TNX_Close
2018-01-02,14982.099609375,2695.81005859375,1313.699951171875,91.8499984741211,9.770000457763672,2.4649999141693115
2018-01-03,15201.0,2713.06005859375,1316.199951171875,92.16000366210938,9.149999618530272,2.447000026702881
2018-01-04,15599.2001953125,2723.989990234375,1319.4000244140625,91.8499984741211,9.220000267028809,2.453000068664551
2018-01-05,17429.5,2743.14990234375,1320.300048828125,91.9499969482422,9.220000267028809,2.4760000705718994
2018-01-08,15170.099609375,2747.7099609375,1318.5999755859375,92.33000183105467,9.520000457763672,2.4800000190734863
2018-01-09,14595.400390625,2751.2900390625,1311.699951171875,92.52999877929688,10.079999923706056,2.5460000038146973
2018-01-10,14973.2998046875,2748.22998046875,1317.4000244140625,92.33000183105467,9.81999969482422,2.549999952316284
2018-01-11,13405.7998046875,2767.56005859375,1320.5999755859375,91.8499984741211,9.880000114440918,2.5309998989105225
2018-01-12,13980.599609375,2786.239990234375,1333.4000244140625,90.97000122070312,10.15999984741211,2.552000045776367
2018-01-16,11490.5,2776.419921875,1335.4000244140625,90.38999938964844,11.65999984741211,2.5439999103546143
2018-01-17,11188.599609375,2802.56005859375,1338.0,90.54000091552734,11.90999984741211,2.578000068664551
2018-01-18,11474.900390625,2798.030029296875,1326.0,90.5,12.220000267028809,2.611000061035156
2018-01-19,11607.400390625,2810.300048828125,1331.9000244140625,90.56999969482422,11.270000457763672,2.63700008392334
2018-01-22,10931.400390625,2832.969970703125,1330.9000244140625,90.4000015258789,11.029999732971191,2.664999961853028
2018-01-23,10868.400390625,2839.1298828125,1335.699951171875,90.12000274658205,11.100000381469728,2.624000072479248
2018-01-24,11359.400390625,2837.5400390625,1355.9000244140625,89.20999908447266,11.470000267028809,2.6540000438690186
2018-01-25,11259.400390625,2839.25,1362.4000244140625,89.38999938964844,11.579999923706056,2.621000051498413
2018-01-26,11171.400390625,2872.8701171875,1351.5999755859375,89.06999969482422,11.079999923706056,2.6619999408721924
2018-01-30,10106.2998046875,2822.429931640625,1335.4000244140625,89.19000244140625,14.789999961853027,2.7260000705718994
2018-01-31,10221.099609375,2823.81005859375,1339.0,89.12999725341797,13.539999961853027,2.720000028610229
2018-02-01,9170.5400390625,2821.97998046875,1344.300048828125,88.66999816894531,13.470000267028809,2.7730000019073486
2018-02-02,8830.75,2762.1298828125,1333.699951171875,89.19999694824219,17.309999465942383,2.8540000915527344
2018-02-05,6955.27001953125,2648.93994140625,1333.0,89.55000305175781,37.31999969482422,2.7939999103546143
2018-02-06,7754.0,2695.139892578125,1326.0999755859375,89.58999633789062,29.979999542236328,2.7679998874664307
2018-02-07,7621.2998046875,2681.659912109375,1311.5999755859375,90.26000213623048,27.729999542236328,2.844000101089477
2018-02-08,8265.58984375,2581.0,1316.9000244140625,90.2300033569336,33.459999084472656,2.8510000705718994
2018-02-09,8736.98046875,2619.550048828125,1313.0999755859375,90.44000244140624,29.059999465942383,2.8289999961853027
2018-02-12,8926.5703125,2656.0,1324.199951171875,90.20999908447266,25.61000061035156,2.8570001125335693
2018-02-13,8598.3095703125,2662.93994140625,1328.0999755859375,89.69999694824219,24.96999931335449,2.8399999141693115
2018-02-14,9494.6298828125,2698.6298828125,1355.5,89.12000274658203,19.26000022888184,2.9130001068115234
2018-02-15,10166.400390625,2731.199951171875,1352.0999755859375,88.58999633789062,19.1299991607666,2.8910000324249268
2018-02-16,10233.900390625,2732.219970703125,1353.199951171875,89.0999984741211,19.459999084472656,2.877000093460083
2018-02-20,11403.7001953125,2716.260009765625,1328.800048828125,89.72000122070312,20.600000381469727,2.8929998874664307
2018-02-21,10690.400390625,2701.330078125,1330.0,90.08000183105467,20.020000457763672,2.943000078201294
2018-02-22,10005.0,2703.9599609375,1330.5999755859375,89.75,18.71999931335449,2.9170000553131104
2018-02-23,10301.099609375,2747.300048828125,1328.199951171875,89.87999725341797,16.489999771118164,2.871000051498413
2018-02-26,10366.7001953125,2779.60009765625,1330.699951171875,89.81999969482422,15.800000190734863,2.858999967575073
2018-02-27,10725.599609375,2744.280029296875,1315.5,90.36000061035156,18.59000015258789,2.907999992370605
2018-02-28,10397.900390625,2713.830078125,1315.5,90.61000061035156,19.850000381469727,2.868000030517578
2018-03-01,10951.0,2677.669921875,1302.9000244140625,90.31999969482422,22.46999931335449,2.803999900817871
2018-03-02,11086.400390625,2691.25,1321.0999755859375,89.94000244140625,19.59000015258789,2.8570001125335693
2018-03-05,11573.2998046875,2720.93994140625,1318.0999755859375,90.08000183105467,18.729999542236328,2.88100004196167
